issn,scope,index,h_index,quartile.year,quartile.quartile_value,sjr.year,sjr.sjr_value,impact_factor.year,impact_factor.impact_factor_value,quartile
2008-6822,International Journal of Nonlinear Analysis and Applications (IJNAA) presents papers that treat Nonlinear Analysis and its applications in Computer Sciences. Papers are sought which employ one or more of the following areas: Functional Analysis and Operator Theory Partial Differential Equations Dynamical Systems Mathematical Modeling Global Analysis of Discrete Systems Probability and Statistics Nonlinear Methods in Artificial Intelligence Nonlinear and Complex Systems Nonlinear Optimization Machine Learning and Image Processing Game Theory.,WOS,13,2020,Q4,2020,0.161,2022,0.657,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1705-5105,"The journal is directed to the broad spectrum of researchers in numerical methods throughout science and engineering, and publishes high quality original papers in all fields of numerical analysis and mathematical modeling including: numerical differential equations,  scientific computing, linear algebra, control, optimization, and related areas of engineering and scientific applications. The journal welcomes the contribution of original developments of numerical methods, mathematical analysis leading to better understanding of the existing algorithms, and applications of numerical techniques to real engineering and scientific problems. Rigorous studies of the convergence of algorithms, their accuracy and stability, and their computational complexity are appropriate for this journal. Papers addressing new numerical algorithms and techniques, demonstrating the potential of some novel ideas, describing experiments involving new models and simulations for practical problems are also suitable topics for the journal. The journal welcomes survey articles which summarize state of art knowledge and present open problems of particular numerical techniques and mathematical models.",WOS,33,2023,Q2,2023,0.594,2023,1.244,
2470-0045,"Physical Review E (PRE) is a broad and interdisciplinary journal focusing on collective phenomena of many-body systems. As the premier journal in the interrelated areas of statistical, nonlinear, biological, and soft matter physics, PRE covers recent developments in complex fluids, polymers, liquid crystals, and granular materials. The journal also includes sections on solid mechanics, fluid dynamics, plasma physics, computational physics, networks, and complex systems. Established in 1993, PRE is distinguished by the breadth of the subject areas it covers and its wide distribution and readership. PRE provides an authoritative venue for high-quality work in traditional and emerging research areas, making it an essential resource for multiple disciplines. PRE coordinates with other members of the Physical Review journal family to serve new subspecialties as they develop. PRE publishes detailed research articles as well as Rapid  Communications, which are short papers of particular significance and/or topical interest. The journal has a flexible approach to article lengths and welcomes submission of longer papers that provide depth and authority in their subject areas.",WOS,325,2023,Q2,2023,0.805,2023,2.266,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
1758-0366,"IJBIC discusses the new bio-inspired computation methodologies derived from the animal and plant world, such as new algorithms mimicking the wolf schooling, the plant survival process, etc. Topics covered include: -New bio-inspired methodologies coming from creatures living in nature artificial society- physical/chemical phenomena- New bio-inspired methodology analysis tools, e.g. rough sets, stochastic processes- Brain-inspired methods: models and algorithms- Bio-inspired computation with big data: algorithms and structures- Applications associated with bio-inspired methodologies, e.g. bioinformatics.",WOS,44,2023,Q3,2023,0.416,2023,2.365,
1758-0366,"IJBIC discusses the new bio-inspired computation methodologies derived from the animal and plant world, such as new algorithms mimicking the wolf schooling, the plant survival process, etc. Topics covered include: -New bio-inspired methodologies coming from creatures living in nature artificial society- physical/chemical phenomena- New bio-inspired methodology analysis tools, e.g. rough sets, stochastic processes- Brain-inspired methods: models and algorithms- Bio-inspired computation with big data: algorithms and structures- Applications associated with bio-inspired methodologies, e.g. bioinformatics.",WOS,44,2023,Q3,2023,0.416,2023,2.365,
1866-7511,"The Arabian Journal of Geosciences is the official journal of the Saudi Society for Geosciences and publishes peer-reviewed original and review articles on the entire range of Earth  Science themes, focused on, but not limited to, those that have regional significance to the Middle East and the Euro-Mediterranean Zone. Key topics therefore include; geology, hydrogeology, earth system science, petroleum sciences, geophysics, seismology and crustal structures, tectonics, sedimentology, palaeontology, metamorphic and igneous petrology, natural hazards, environmental sciences and sustainable development, geoarchaeology, geomorphology, paleo-environment studies, oceanography, atmospheric sciences, GIS and remote sensing, geodesy, mineralogy, volcanology, geochemistry and metallogenesis.",WOS,75,2021,Q2,2021,0.406,2021,1.962,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
1224-1784,"This journal is founded by Mirela Stefanescu and Silviu Sburlan in 1993 and is devoted to pure and applied mathematics. Published by Faculty of Mathematics and Computer  Science, Ovidius University, Constanta, Romania.",WOS,24,2023,Q3,2023,0.340,2023,1.024,
1307-5543,"European Journal of Pure and Applied Mathematics is an Open Access international, peer-reviewed electronic journal which is devoted to high-quality and original research in the fields of pure and applied mathematics and their teaching and learning. The aim of the journal is to provide a medium by which a wide range of experience can be exchanged among researchers from diverse fields such as engineering, natural sciences or social sciences. This journal publishes high quality researches in the fields of contemporary pure and applied mathematics with a broad range of topics including algebra, topology, number theory, nonlinear analysis, mathematical methods in operations research, theoretical statistics and econometrics, and theoretical computer science. Open Access which is a paradigm shift in scholarly publishing means you can publish your research so it is free to access online as soon as it is published, that is, anyone can read (and circulate) freely and cite your work. Many funding agencies mandate publishing your research open access.",WOS,11,2023,Q3,2023,0.436,2023,1.089,
2470-0045,"Physical Review E (PRE) is a broad and interdisciplinary journal focusing on collective phenomena of many-body systems. As the premier journal in the interrelated areas of statistical, nonlinear, biological, and soft matter physics, PRE covers recent developments in complex fluids, polymers, liquid crystals, and granular materials. The journal also includes sections on solid mechanics, fluid dynamics, plasma physics, computational physics, networks, and complex systems. Established in 1993, PRE is distinguished by the breadth of the subject areas it covers and its wide distribution and readership. PRE provides an authoritative venue for high-quality work in traditional and emerging research areas, making it an essential resource for multiple disciplines. PRE coordinates with other members of the Physical Review journal family to serve new subspecialties as they develop. PRE publishes detailed research articles as well as Rapid  Communications, which are short papers of particular significance and/or topical interest. The journal has a flexible approach to article lengths and welcomes submission of longer papers that provide depth and authority in their subject areas.",WOS,325,2023,Q2,2023,0.805,2023,2.266,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1223-6934,The Annals of the University of Craiova - Mathematics and Computer  Science Series - publishes original research papers in any branch of Mathematics and Computer Science. Its policy is to feature a wide variety of research areas and it welcomes the submission of papers from all parts of the world. Annals of the University of Craiova - Mathematics and Computer Science Series journal provides an international forum for researchers and professionals to share their work and report new advances on all topics related to mathematics and computer science.,WOS,14,2023,Q3,2023,0.259,2023,0.438,
1742-4682,"Theoretical Biology and Medical Modelling is an open access peer-reviewed journal adopting a broad definition of ""biology"" and focusing on theoretical ideas and models associated with developments in biology and medicine. Mathematicians, biologists and clinicians of various specialisms, philosophers and historians of science are all contributing to the emergence of novel concepts in an age of systems biology, bioinformatics and computer modelling. This is the field in which Theoretical Biology and Medical Modelling operates. We welcome submissions that are technically sound and offering either improved understanding in biology and medicine or progress in theory or method.",WOS,56,2023,Q3,2023,0.303,2023,1.389,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
0952-8091,"IJCAT addresses issues of computer applications, information and communication systems, software engineering and management, CAD/CAM/CAE, numerical analysis and simulations, finite element methods and analyses, robotics, computer applications in multimedia and new technologies, computer aided learning and training. Topics covered include: -Computer applications in engineering and technology- Computer control system design- CAD/CAM, CAE, CIM and robotics- Computer applications in knowledge-based and expert systems- Computer applications in information technology and communication- Computer-integrated material processing (CIMP)- Computer-aided learning (CAL)- Computer modelling and simulation- Synthetic approach for engineering- Man-machine interface- Software engineering and management- Management techniques and methods- Human computer interaction- Real-time systems",WOS,32,2023,Q3,2023,0.313,2023,1.876,
0272-4979,"The IMA Journal of Numerical Analysis (IMAJNA) publishes original contributions to all fields of numerical analysis; articles will be accepted which treat the theory, development or use of practical algorithms and interactions between these aspects. Occasional survey articles are also published.",WOS,72,2023,Q1,2023,1.861,2023,2.816,
1072-6691,"All topics on differential equations and their applications (ODEs, PDEs, integral equations, delay equations, functional differential equations, etc.) will be considered for publication in Electronic Journal of Differential Equations.",WOS,52,2023,Q3,2023,0.415,2023,0.750,
1660-5446,"The Mediterranean Journal of Mathematics (MedJM) is a publication issued by the Department of Mathematics of the University of Bari. The new journal replaces the Conferenze del Seminario di Matematica dell’Università di Bari which has been in publication from 1954 until 2003. The Mediterranean Journal of Mathematics aims to publish original and high-quality peer-reviewed papers containing significant results across all fields of mathematics. The submitted papers should be of medium length (not to exceed 20 printed pages), well-written and appealing to a broad mathematical audience. In particular, the Mediterranean Journal of Mathematics intends to offer mathematicians from the Mediterranean countries a particular opportunity to circulate the results of their researches in a common journal. Through such a new cultural and  scientific stimulus the journal aims to contribute to further integration amongst Mediterranean universities, though it is open to contribution from mathematicians across the world.",WOS,39,2023,Q2,2023,0.604,2023,1.162,
1759-3433,Welcome to the Civil-Comp website. It is our aim to provide you with helpful information concerning Civil-Comp Conferences. The first Civil-Comp Conference was organised in 1983.,WOS,14,2020,Q4,2020,0.100,2020,0.000,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1319-8025,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1425-6908,"Journal of Applied Analysis is an international journal devoted to applications of mathematical analysis. Among them there are applications to economics (in particular finance and insurance), mathematical physics, mechanics and computer sciences. The journal also welcomes works showing connections between mathematical analysis and other domains of mathematics such as geometry, topology, logic and set theory. The journal is jointly produced by the Institute of Mathematics of the Technical University of Łódź and De Gruyter. Topics include: -applications of mathematical analysis (real and complex, harmonic, convex, variational)- differential equations- dynamical systems- optimization (linear, nonlinear, convex, nonsmooth, multicriterial)- optimal control- stochastic modeling and probability theory- numerical methods",WOS,18,2023,Q4,2023,0.243,2023,0.759,
1660-5446,"The Mediterranean Journal of Mathematics (MedJM) is a publication issued by the Department of Mathematics of the University of Bari. The new journal replaces the Conferenze del Seminario di Matematica dell’Università di Bari which has been in publication from 1954 until 2003. The Mediterranean Journal of Mathematics aims to publish original and high-quality peer-reviewed papers containing significant results across all fields of mathematics. The submitted papers should be of medium length (not to exceed 20 printed pages), well-written and appealing to a broad mathematical audience. In particular, the Mediterranean Journal of Mathematics intends to offer mathematicians from the Mediterranean countries a particular opportunity to circulate the results of their researches in a common journal. Through such a new cultural and  scientific stimulus the journal aims to contribute to further integration amongst Mediterranean universities, though it is open to contribution from mathematicians across the world.",WOS,39,2023,Q2,2023,0.604,2023,1.162,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
0075-8469,"AP is an international, multidisciplinary journal devoted to pharmaceutical and allied sciences and contains articles predominantly on core biomedical and health subjects. The aim of AP is to increase the impact of pharmaceutical research in academia, industry and laboratories. With strong emphasis on quality and originality, AP publishes reports from the discovery of a drug up to clinical practice. Topics covered are: analytics, biochemistry, biopharmaceutics, biotechnology, cell biology, cell cultures, clinical pharmacy, drug design, drug delivery, drug disposition, drug stability, gene technology, medicine (including diagnostics and therapy), medicinal chemistry, metabolism, molecular modeling, pharmacology (clinical and animal), peptide and protein chemistry, pharmacognosy, pharmacoepidemiology, pharmacoeconomics, pharmacodynamics and pharmacokinetics, protein design, radiopharmaceuticals, and toxicology.",WOS,67,2023,Q3,2023,0.413,2023,2.298,
0022-247X,"The Journal of Mathematical Analysis and Applications presents papers that treat mathematical analysis and its numerous applications. The journal emphasizes articles devoted to the mathematical treatment of questions arising in physics, chemistry, biology, and engineering, particularly those that stress analytical aspects and novel problems and their solutions. Papers are sought which employ one or more of the following areas of classical analysis: • Analytic number theory • Functional analysis and operator theory • Real and harmonic analysis • Complex analysis • Numerical analysis • Applied mathematics • Partial differential equations • Dynamical systems • Control and Optimization • Probability • Mathematical biology • Combinatorics • Mathematical physics.",WOS,162,2023,Q2,2023,0.816,2023,1.396,
0324-8569,"The field of interest covers general concepts, theories, methods and techniques associated with analysis, modelling, control and management in various systems (e.g. technological, economic, ecological, social). The journal is particularly interested in results in the following areas of research: Systems and control theory: general systems theory, optimal cotrol, optimization theory, data analysis, learning, artificial intelligence, modelling & identification, game theory, multicriteria optimisation, decision and negotiation methods, soft approaches: stochastic and fuzzy methods, computer science,",WOS,41,2023,Q4,2023,0.164,2023,0.467,
0036-1410,"SIAM Journal on Mathematical Analysis (SIMA) features research articles of the highest quality employing innovative analytical techniques to treat problems in the natural sciences. Every paper has content that is primarily analytical and that employs mathematical methods in such areas as partial differential equations, the calculus of variations, functional analysis, approximation theory, harmonic or wavelet analysis, or dynamical systems. Additionally, every paper relates to a model for natural phenomena in such areas as fluid mechanics, materials science, quantum mechanics, biology, mathematical physics, or to the computational analysis of such phenomena. Submission of a manuscript to a SIAM journal is representation by the author that the manuscript has not been published or submitted simultaneously for publication elsewhere. Typical papers for SIMA do not exceed 35 journal pages. Substantial deviations from this page limit require that the referees, editor, and editor-in-chief be convinced that the increased length is both required by the subject matter and justified by the quality of the paper.",WOS,98,2023,Q1,2023,2.374,2023,2.193,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2626-8493,Information not localized,WOS,22,2023,Q2,2023,0.390,2023,3.000,
2345-3982,"Computational Methods for Differential Equations is an open-access journal under license CC BY-NC 4.0. In other words, this journal provides immediate open access to every article on the principle that making research freely accessible to the public. It supports a greater global exchange of knowledge and an invaluable way to boost the visibility and impact of research. The journal's free availability on the public Internet, permitting any users to read, download, copy, distribute, print, search, or link to the full texts of these articles, crawl them for indexing, pass them as data to software, or use them for any other lawful purpose, without financial, legal, or technical barriers other than that inseparable from gaining access to the Internet itself. All the costs of publishing the papers of this journal are covered by the University of Tabriz.",WOS,10,2023,Q3,2023,0.347,2023,1.157,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
1319-1578,"The Journal of King Saud University Computer and Information Sciences is a refereed, international journal that covers all aspects of both foundations of computer and its practical applications. The journal publishes original papers in the areas of, but not limited to: -Arabization -Big Data -Bioinformatics -Biometrics -Cloud Computing -Computer Graphics -Computer Vision -Crowd Computing -Data Mining -Data Warehouse -e-Business -e-Learning -Embedded Systems -Fuzzy Systems -Grid Computing -High Performance Computing -Image Processing -Information Security -Internet of Things -Machine Learning -Mobile Computing -Natural Language Processing -Net Centric Computing -Network Protocols -Network Security -Pattern Recognition -Pervasive Computing -Robotics -Social Networks -Software Engineering -Speech Processing -Wireless and Mobile Networks -Wireless Sensor Networks Special emphasis is given to recent trends related to the cutting-edge research within the domain. The journal publishes also Special Issues within its scope resulting from specific and dedicated editorial efforts or covering a particular theme. All articles are subjected to extensive review by international reviewers.",WOS,60,2023,Q1,2023,1.198,2023,7.400,
2367-3370,"The series contains proceedings and edited volumes in systems and networks, spanning the areas of Cyber-Physical Systems, Autonomous Systems, Sensor Networks, Control Systems, Energy Systems, Automotive Systems, Biological Systems, Vehicular Networking and Connected Vehicles, Aerospace Systems, Automation, Manufacturing, Smart Grids, Nonlinear Systems, Power Systems, Robotics, Social Systems, Economic Systems and other. Of particular value to both the contributors and the readership are the short publication timeframe and the world-wide distribution and exposure which enable both a wide and rapid dissemination of research output.",WOS,36,2023,Q4,2023,0.171,2023,0.575,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
2158-107X,Information not localized,WOS,47,2023,Q3,2023,0.278,2023,1.374,
1989-1660,"IJIMAI publishes articles dealing with theory, methods, design, systems, algorithms, and applications of the topics listed below. The topics covered by IJIMAI include but are not limited to: -Artificial Intelligence: • AI and Multimedia techniques for enhanced accesibility systems. • AI in Games. • AI for Software Engineering. • AI for Ubiquitous Computing. • AI for Web Intelligence Applications. • AI Parallel Processing Tools (hardware/software). • AI for the Internet of Things. • AI Tools for CAD and VLSI • AI Tools for Computer Vision and Speech Understanding. • AI Tools for Multimedia, Cognitive Informatics. • AI components for Service Oriented Arquitectures (SOA). • Artificial Neural Networks. • Evolutionary Computation and nature-inspired algorithms. • Fuzzy logic systems. • Case base reasoning systems. • Heuristic and AI Planning Strategies and Tools. • Natural Language Understanding. -Data Mining and Knowledge Management: • Knowledge-Based/Expert Systems. • Knowledge Management and Processing Tools. • Knowledge Representation Languages. • Data Mining and Machine Learning Tools. -Semantic Web, Web Services an Networks: • Semantic Web. • Semantic Reasoners. • Semantic web services. • Upper ontologies. -Interactive Multimedia: • Visual Perception. • Analysis/Design/Testing. • Social networks. • Human Computer Interactions. • User Experience. • Software Applications. • Multimedia application enabling software. • System software support for multimedia. • Distance and interactive training.",WOS,23,2023,Q1,2023,0.904,2023,3.366,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1863-0383,"This interdisciplinary journal focuses on the exchange of relevant trends and research results and presents practical experiences gained while developing and testing elements of technology enhanced learning especially in the post secondary field. It bridges the gap between pure academic research journals and more practical publications. So it covers the full range from research, application development to experience reports and product descriptions. Our main field of publications is post secondary education. Fields of interest include, but are not limited to: -Online Learning Tools- Blended Learning- MOOCs, SPOCs- Knowledge Management in learning- Semantic Web Technologies- MashUp Technologies- Platforms and Content Authoring- New Learning Models and Applications- Pedagogical and Psychological Issues- Trust / Security- Internet Applications- Networked Tools- Visualisation- Language /Speech- Collaboration Tools / Collaborative Networks",WOS,46,2022,Q2,2022,0.536,2023,2.330,
1877-0509,"Launched in 2009, Procedia Computer  Science is an electronic product focusing entirely on publishing high quality conference proceedings. Procedia Computer Science enables fast dissemination so conference delegates can publish their papers in a dedicated online issue on ScienceDirect, which is then made freely available worldwide.",WOS,132,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1865-0929,"The CCIS series is devoted to the publication of proceedings of computer science conferences. Its aim is to efficiently disseminate original research results in informatics in printed and electronic form. While the focus is on publication of peer-reviewed full papers presenting mature work, inclusion of reviewed short papers reporting on work in progress is welcome, too. Besides globally relevant meetings with internationally representative program committees guaranteeing a strict peer-reviewing and paper selection process, conferences run by societies or of high regional or national relevance are also considered for publication. The topical scope of CCIS spans the entire spectrum of informatics ranging from foundational topics in the theory of computing to information and communications science and technology and a broad variety of interdisciplinary application fields.",WOS,69,2023,Q4,2023,0.203,2023,0.511,
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2158-8481,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1989-1660,"IJIMAI publishes articles dealing with theory, methods, design, systems, algorithms, and applications of the topics listed below. The topics covered by IJIMAI include but are not limited to: -Artificial Intelligence: • AI and Multimedia techniques for enhanced accesibility systems. • AI in Games. • AI for Software Engineering. • AI for Ubiquitous Computing. • AI for Web Intelligence Applications. • AI Parallel Processing Tools (hardware/software). • AI for the Internet of Things. • AI Tools for CAD and VLSI • AI Tools for Computer Vision and Speech Understanding. • AI Tools for Multimedia, Cognitive Informatics. • AI components for Service Oriented Arquitectures (SOA). • Artificial Neural Networks. • Evolutionary Computation and nature-inspired algorithms. • Fuzzy logic systems. • Case base reasoning systems. • Heuristic and AI Planning Strategies and Tools. • Natural Language Understanding. -Data Mining and Knowledge Management: • Knowledge-Based/Expert Systems. • Knowledge Management and Processing Tools. • Knowledge Representation Languages. • Data Mining and Machine Learning Tools. -Semantic Web, Web Services an Networks: • Semantic Web. • Semantic Reasoners. • Semantic web services. • Upper ontologies. -Interactive Multimedia: • Visual Perception. • Analysis/Design/Testing. • Social networks. • Human Computer Interactions. • User Experience. • Software Applications. • Multimedia application enabling software. • System software support for multimedia. • Distance and interactive training.",WOS,23,2023,Q1,2023,0.904,2023,3.366,
1989-1660,"IJIMAI publishes articles dealing with theory, methods, design, systems, algorithms, and applications of the topics listed below. The topics covered by IJIMAI include but are not limited to: -Artificial Intelligence: • AI and Multimedia techniques for enhanced accesibility systems. • AI in Games. • AI for Software Engineering. • AI for Ubiquitous Computing. • AI for Web Intelligence Applications. • AI Parallel Processing Tools (hardware/software). • AI for the Internet of Things. • AI Tools for CAD and VLSI • AI Tools for Computer Vision and Speech Understanding. • AI Tools for Multimedia, Cognitive Informatics. • AI components for Service Oriented Arquitectures (SOA). • Artificial Neural Networks. • Evolutionary Computation and nature-inspired algorithms. • Fuzzy logic systems. • Case base reasoning systems. • Heuristic and AI Planning Strategies and Tools. • Natural Language Understanding. -Data Mining and Knowledge Management: • Knowledge-Based/Expert Systems. • Knowledge Management and Processing Tools. • Knowledge Representation Languages. • Data Mining and Machine Learning Tools. -Semantic Web, Web Services an Networks: • Semantic Web. • Semantic Reasoners. • Semantic web services. • Upper ontologies. -Interactive Multimedia: • Visual Perception. • Analysis/Design/Testing. • Social networks. • Human Computer Interactions. • User Experience. • Software Applications. • Multimedia application enabling software. • System software support for multimedia. • Distance and interactive training.",WOS,23,2023,Q1,2023,0.904,2023,3.366,
2472-7652,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2472-7652,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
2161-5322,The ACS/IEEE International Conference on Computer Systems and Applications (AICCSA) is the premier conference covering all contemporary areas in computer systems and applications and hence it is an international forum for leading researchers and practitioners in this important and rapidly changing disciplines.,WOS,26,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
1819-9127,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
,N/A,WOS,N/A,,,N/A,N/A,N/A,N/A,N/A
