Titre de l’article,Auteurs,Date de publication,Titre de la source,Mots-clés,Nombre de citations,DOI,Résumé,Type de document,issn
The Impact of Ontology on the Prediction of Cardiovascular Disease Compared to Machine Learning Algorithms,"El Massari, H ; Gherabi, N ; Mhammedi, S ; Ghandi, H ; Bahaj, M ; Naqvi, MR",2022,INTERNATIONAL JOURNAL OF ONLINE AND BIOMEDICAL ENGINEERINGarrow_drop_down, cardiovascular ; ontology ; swrl ; prediction ; machine learning,6,10.3991/ijoe.v18i11.32647,"Cardiovascular disease is one of the chronic diseases that is on the rise. The complications occur when cardiovascular disease is not discovered early and correctly diagnosed at the right time. Various machine learning approaches, including ontology-based Machine Learning techniques, have lately played an essential role in medical science by building an automated system that can identify heart illness. This paper compares and reviews the most prominent machine learning algorithms, as well as ontology-based Machine Learning classification. Random Forest, Logistic regression, Decision Tree, Naive Bayes, k-Nearest Neighbours, Artificial Neural Network, and Support Vector Machine were among the classification methods explored. The dataset used consists of 70000 instances and can be downloaded from the Kaggle website. The findings are assessed using performance measures generated from the confusion matrix, such as F-Measure, Accuracy, Recall, and Precision. The results showed that the ontology outperformed all the machine learning algorithms.",Article,2626-8493
Mobile Devices Interface Adaptivity Using Ontologies,"Iqbal, MW ; Naqvi, MR ; Khan, MA ; Khan, F ; Whangbo, T",2022,CMC-COMPUTERS MATERIALS & CONTINUAarrow_drop_down, User context ; adaptive interfaces ; human computer interaction,5,10.32604/cmc.2022.023239,"Currently, many mobile devices provide various interaction styles and modes which create complexity in the usage of interfaces. The context offers the information base for the development of Adaptive user interface (AUI) frameworks to overcome the heterogeneity. For this purpose, the ontological modeling has been made for specific context and environment. This type of philosophy states to the relationship among elements (e.g., classes, relations, or capacities etc.) with understandable satisfied representation. The context mechanisms can be examined and understood by anymachine or computational framework with these formal definitions expressed in Web ontology language (WOL)/Resource description frame work (RDF). The Protege is used to create taxonomy in which system is framed based on four contexts such as user, device, task and environment. Some competency questions and use-cases are utilized for knowledge obtaining while the information is refined through the instances of concerned parts of context tree. The consistency of the model has been verified through the reasoning software while SPARQL querying ensured the data availability in the models for defined use-cases. The semantic context model is focused to bring in the usage of adaptive environment. This exploration has finished up with a versatile, scalable and semantically verified context learning system. This model can be mapped to individual User interface (UI) display through smart calculations for versatile UIs.",Article,1546-2218
Ontology Driven Testing Strategies for IoT Applications,"Naqvi, MR ; Iqbal, MW ; Ashraf, MU ; Ahmad, S ; Soliman, AT ; Khurram, S ; Shafiq, M ; Choi, JG",2022,CMC-COMPUTERS MATERIALS & CONTINUAarrow_drop_down, Ontology ; software testing ; internet of things ; automation,11,10.32604/cmc.2022.019188,"Internet-of-Things (IoT) has attained a major share in embedded software development. The new era of specialized intelligent systems requires adaptation of customized software engineering approaches. Currently, software engineering has merged the development phases with the technologies provided by industrial automation. The improvements are still required in testing phase for the software developed to IoT solutions. This research aims to assist in developing the testing strategies for IoT applications, therein ontology has been adopted as a knowledge representation technique to different software engineering processes. The proposed ontological model renders 101 methodology by using Protege. After completion, the ontology was evaluated in three-dimensional view by the domain experts of software testing, IoT and ontology engineering. Satisfied results of the research are showed in interest of the specialists regarding proposed ontology development and suggestions for improvements. The Proposed reasoning-based ontological model for development of testing strategies in IoT application contributes to increase the general understanding of tests in addition to assisting for the development of testing strategies for different IoT devices.",Article,1546-2218
Ontology Driven Smart Health Service Integration,"Shahzad, SK ; Ahmed, D ; Naqvi, MR ; Mushtaq, MT ; Iqbal, MW ; Munir, F",AUG 2021,COMPUTER METHODS AND PROGRAMS IN BIOMEDICINEarrow_drop_down, FRAMEWORK ; INTERNET ; SPACES ; THINGS ; IOT Internet of things ; Integrated platform ; Smart healthcare ; Health service facilitation ; Ontological framework,16,10.1016/j.cmpb.2021.106146,"Background and objective: The massive increase, in the Internet of Things applications, has greatly evolved technological aspects of human life. The drastic development of IoT based smart healthcare services have layout the smart process models to facilitate all stakeholders (e.g. patients, doctors, hospitals etc.) and made it an important social-economic concern. There are variety of smart healthcare services like remote patient monitoring, diagnostic, disease specific remote treatments and telemedicine. Many trending Internet of Health Things research and development are done in a very disjoint and independent fashion providing solutions and guidelines for variant diseases, medical resources and remote services management. These expositions work over many shared resources such as health facilities for patient and human in healthcare system. Methods: This research discusses the ontology for merging methods to form an integrated platform with shared knowledge of smart healthcare services. The proposed process model creates an ontological framework of integrated healthcare services, which are firstly defined using ontologies and lately integrated over similarities, differences, dependencies and other semantic relations. The data and process requirements for service integration facility is derived from various smart healthcare services. Results: The proposed model is evaluated using two-step ontological modeling testing method, applied at the ontological framework of integrated smart health services. First evaluation step has targeted the model consistency validation using reasoning tool while querying tools are used to validate the retrieved data entities and relations among them for predefined use-cases. Conclusions: The research concluded with a novel approach for smart health service integration using ontological modeling and merging techniques. The model efficiency enhancement and query optimization methods are listed in future tasks of the research. (c) 2021 Elsevier B.V. All rights reserved.",Article,0169-2607
Usability Evaluation of Blind and Visually Impaired Interface in Solving the Accessibility Problems,"Shera, MA ; Iqbal, MW ; Naqvi, MR ; Shahzad, SK ; Sajjad, MH ; Shafqat, AR ; Saeed, MM",2021,4TH INTERNATIONAL CONFERENCE ON INNOVATIVE COMPUTING (IC)2, WEB ; INTERACTIVITY ; TRUST ; USERS Blind ; Visually Impaired ; Organization ; Presentation ; Behavior ; Usability,0,10.1109/ICIC53490.2021.9693084,"The study is identified accessibility problems to reduce the cognitive effort and load of blind and visually impaired (BVI) people while using mobile application. It is evaluated the accessibility in smartphones to solve organization, presentation, and behavioral (OPB) problems. Evaluation of usability on newly developed application (Read Master) is validated with a special focus on blinds and visually impaired users. Fifty-six BVI users were included for accessibility testing. Four tasks were allocated to BVI users on a new developed mobile application. task completion within a specific time, Ethnography, and system usability scale (SUS) techniques were used for post-task evaluation. The results presented that organization of the application has maximum effectiveness for both blinds and visually impaired whereas the efficiency of visually impaired users is better than blinds. However, presentation of application owns the maximum satisfaction level for blinds that was noted as 87.62 score points, and for visually impaired people 89.21 score points were recorded for both organization and presentation of the application. Overall, this study showed greater usability for OPB problems of smartphone application with increased satisfaction level and improved effectiveness and efficiency for BVI users.",Proceedings Paper,
Adaptivity is a matter of Concern: Design and Evaluation of an Mobile Interface for Deaf Users,"Naqvi, MR ; Malik, M",2021,2021 INTERNATIONAL CONFERENCE ON DECISION AID SCIENCES AND APPLICATION (DASA), Adaptivity ; Human Computer Interaction ; User interface Design,1,10.1109/DASA53625.2021.9682368,"To give a better user experience to disabled users, the design has to be extremely user-friendly.Systems with flexibility and simplicity have to be made and developed in such a way that they become more useful to deaf people. Audio would not matter, so all the work has to be done in the field of visualization and animation to make everything look clear to the users. Moreover, it is also easier to understand, otherwise, the purpose of the systems will be lost. Deaf people can understand all the video signals and can work normally as long as they get enough aid from the computer screen. We need to understand that not all deaf people have good command over reading and understanding the text. So here we need to treat them as blind people as well because the only meager difference is left between not seeing at all and seeing but not understanding a bit. This gives rise to a special case and this case has to be treated with intense care and expertise as knowledge is everything that should be put forth while dealing with things like these. This paves a way for expert systems who can learn the nature of the user and treat them as one of their students and systems can guide them on what to and what to refrain from.",Proceedings Paper,
Blind and Visually Impaired User Interface to Solve Accessibility Problems,"Shera, A ; Iqbal, MW ; Shahzad, SK ; Gul, M ; Mian, NA ; Naqvi, MR ; Khan, BA",2021,INTELLIGENT AUTOMATION AND SOFT COMPUTINGarrow_drop_down, TRUST ; DESIGN Human computer interaction ; accessibility problems ; blinds ; mobile application usability ; user interface ; visually impaired,3,10.32604/iasc.2021.018009,"Blind and visually impaired (BVI) users often have interface accessibility problems while using mobile applications. This study was conducted to reduce the cognitive effort required for interface navigation by identifying the accessibility issues according to the user's mental model. The study evaluated the accessibility of smartphone screens to solve organizational, presentation, and behavioral (OPB) problems of using mobile applications. Usability evaluation of an application was conducted and validated with a specific focus on BVI user experience. A total of 56 BVI participants were included in the evaluation. Overall, four tasks to assess organization, avoidance of redundant information, serialization of content, and style and text presentation were assigned to the selected participants for a newly developed smartphone application. Ethnography, task completion within a specific time, and system usability scale (SUS) techniques were used for analysis and post-task evaluation. The results showed that the organization of the application was 100% effective for both blind and visually impaired participants. The efficiency of visually impaired participants was better than blind participants. The highest level of satisfaction among the blind participants was with the presentation (with a score of 87.62), and the highest level of satisfaction among the visually impaired participants was with the organization and presentation (with a score of 89.21 in each category). Overall, this study indicated the application reduced the severity of OPB problems, offering higher usability with increased satisfaction level and enhanced effectiveness and efficiency for BVI users. Furthermore, the calculated results were provided a significant solution of OPB for BVI users. Hence, this study provides design and development guidelines based on a practical evaluation to overcome the smartphone application accessibility problems of BVI users.",Article,1079-8587
Extraction of Opinion Target Using Syntactic Rules in Urdu Text,"Rana, TA ; Bakht, B ; Afzal, M ; Mian, NA ; Iqbal, MW ; Khalid, A ; Naqvi, MR",2021,INTELLIGENT AUTOMATION AND SOFT COMPUTINGarrow_drop_down, PRODUCT FEATURE-EXTRACTION ; SENTIMENT ANALYSIS Aspect-based sentiment analysis ; opinion mining ; opinion target extraction ; sentiment analysis in Urdu ; aspect extraction,5,10.32604/iasc.2021.018572,"Opinion target or aspect extraction is the key task of aspect-based sentiment analysis. This task focuses on the extraction of targeted words or phrases against which a user has expressed his/her opinion. Although, opinion target extraction has been studied extensively in the English language domain, with notable work in other languages such as Chinese, Arabic etc., other regional languages have been neglected. One of the reasons is the lack of resources and available texts for these languages. Urdu is one, with millions of native and non-native speakers across the globe. In this paper, the Urdu language domain is focused on to identify opinion targets from written Urdu texts. To accomplish this task, several syntactic rules are crafted to identify users' opinions and associated target words. These rules are crafted using the grammatical and linguistic context of the words in the sentence. To the best of our knowledge, there is no existing work available in the Urdu domain for opinion target extraction. The proposed methodology is evaluated on an Urdu language dataset and compared with an existing approach for the English language by applying the same technique. The experiments have demonstrated that the proposed approach achieves promising performance as compared to the applied English language domain approach.",Article,1079-8587
Agro-industrial residue gasification feasibility in captive power plants: A South-Asian case study,"Naqvi, SR ; Naqvi, M ; Taqvi, SAA ; Iqbal, F ; Inayat, A ; Khoja, AH ; Mehran, MT ; Ayoub, M ; Shahbaz, M ; Amin, NAS",JAN 1 2021,ENERGYarrow_drop_down, LIFE-CYCLE ASSESSMENT ; BIOMASS GASIFICATION ; LEVELIZED COST ; RICE HUSK ; ENERGY ; CONSUMPTION ; GENERATION ; MODEL Gasification ; Rice husk ; Levelized cost of electricity ; Captive power plants,27,10.1016/j.energy.2020.118952,"The objective of this study is to build knowledge on the potential of agro-industrial residue gasification (AIRG) for use in captive power generation through a comprehensive case study. In order to evaluate the economic viability, key performance indicators, such as net present value (NPV), levelized cost of electricity (LCOE), and operating costs etc. are studied. The major textile industry located in the Raiwind area of Punjab province of Pakistan has been selected. The effect and variations of the capacity factor has also been studied coupled with the levelized cost of electricity. The agricultural residue as feedstock to the gasifier is rice husk that is the abundantly available in South Asia. Furthermore, the impact of government subsidies on natural gas is also under the scope of the study. The agro-industrial residue gasification system is found to be a potential alternative to furnace oil (FO) or gas-based captive power plants (CPPs). The results of residue-based gasification system imply a large potential when comparing the cost of electricity with national grid electricity during the peak hours. Therefore, the proposed gasification system offers economic incentives when the textile industry potentially utilizes gasification-based electricity during peak hours and national grid electricity during off-peak hours. (C) 2020 Elsevier Ltd. All rights reserved.",Article,0360-5442
User Context Ontology for Adaptive Mobile-Phone Interfaces,"Iqbal, MW ; Ch, NA ; Shahzad, SK ; Naqvi, MR ; Khan, BA ; Ali, Z",2021,IEEE ACCESSarrow_drop_down, Ontologies ; Context modeling ; Adaptation models ; User interfaces ; Context ; Semantics ; Mobile handsets ; Adaptive user interface ; context aware interface ; ontology driven interfaces ; knowledge representation ; knowledge engineering,13,10.1109/ACCESS.2021.3095300,"The Adaptive User Interface (AUI) adapts to the changes in the context of use and provides improved interaction abilities for different users. The adaptivity in the user interfaces requires in depth knowledge of context. There is a need to enrich user profiles to achieve the personalized services with the ability to adapt the user's context. The context can be reflected in a particular kind of knowledge and hence modeled as ontology. Ontology based context models are effective means to handle complex situations that support the sharing or integration of context information. This paper presents ontology based context model using OWL for adaptive mobile devices. It models the context over its four major elements including device, user, environment (location and time) and activity. The proposed ontology was derived in different classes, relationships, associations, dependencies and constraints to model dynamic context. Ontologies present a standardized, consistent and shareable context model. The context model and consequent context snapshots can be acknowledged by AUI to present a suitable user interface. The ontology was developed using Protege on the basis of each context type having different values. Semantic querying (SPARQL) was used for knowledge acquisition. Moreover, the Pellet and HermiT Reasoner were used to verify the rules, relations and constraints to avoid the inconsistency between classes. Comparative to other context models for adaptive interfaces, ontological model provides more of scalability and growth with learning new context in to the shared context knowledge.",Article,2169-3536
Ontology-driven advanced drug-drug interaction,"Naz, T ; Akhtar, M ; Shahzad, SK ; Fasli, M ; Iqbal, MW ; Naqvi, MR",SEP 2020,COMPUTERS & ELECTRICAL ENGINEERINGarrow_drop_down, Drug-drug interaction ; Pharmacy semantics ; Drug ontologies ; Pharmaceutical informatics,10,10.1016/j.compeleceng.2020.106695,"The rapid growth of data in the pharmaceutical area has created new challenges for large-scale data mining like Drug-Drug Interaction (DDI) analysis. To meet these challenges, various types of data related to DDI must be integrated with true semantics. However, the existing tools do not provide automated DDI analysis. Interaction details are not machine readable and pharmacists need to do further processing for its extraction. This research paper proposed an ontology-driven Advanced Drug-Drug Interaction (ADDI) system to assists the physicians and pharmacists to identify the DDI effects. ADDI provides ontological definitions and semantic relations among diseases, drugs, ingredients, action mechanism, physiologic effect, dosage formation, administration methods, DDI mechanism, DDI types (Antagonism, Synergism, Potentiation, and Interaction with metabolism), DDI reactions, their frequency and duration. It can be used as Semantic Information Layer (SIL) to resolve the heterogeneity problem and can play a significant role to remove the barriers for semantic interoperability. (C) 2020 Elsevier Ltd. All rights reserved.",Article,0045-7906
Importance of Big Data in Precision and Personalized Medicine,"Naqvi, MR ; Jaffar, MA ; Aslam, M ; Shahzad, SK ; Iqbal, MW ; Farooq, A",2020,"2ND INTERNATIONAL CONGRESS ON HUMAN-COMPUTER INTERACTION, OPTIMIZATION AND ROBOTIC APPLICATIONS (HORA 2020)", SYSTEMS Big data Analytics ; Medical records ; Genomics data ; P4 ; P5 medicine,2,10.1109/hora49412.2020.9152842,"The rapidly increasing adaptation of Big data technologies in biomedicine, has introduced a revolution in and medical research practice. Trending high-throughput data analysis techniques, have converted the appearance of the biological system to acquire idolization methods for complicated diseases. Majority of the acquired Big-data models govern the materialization of illustrating medicine. This transformation aims at quantification of the period of P4 medicine that will then progressively be more predictive, personalized, pre-emptive, and participatory. It layouts a track to modernize antiseptic methods for the patient's concern center. P4 medicine besides being a scientific face of systems medicine has two highlighted purposes first of which is to evaluate wellness, while the other is, to identify and expose disease. Patients are major operators in the cognizance of P4 medicine as they directly get engaged with a medically familiar network that helps them boost their health. This article will discuss the maturity in big data planning and correlated challenges in biomedicine.",Proceedings Paper,
Study of Block Chain and its Impact on Internet of Health Things (IoHT):Challenges and Opportunities,"Naqvi, MR ; Aslam, M ; Iqbal, MW ; Shahzad, SK ; Malik, M ; Tahir, MU",2020,"2ND INTERNATIONAL CONGRESS ON HUMAN-COMPUTER INTERACTION, OPTIMIZATION AND ROBOTIC APPLICATIONS (HORA 2020)", Blockchain ; data analysis ; data retrieval ; EHR systems ; IoHT ; immutability ; Smart health.,4,10.1109/hora49412.2020.9152846,"Blockchain has been making some vital progress in these days because of its secure and amiable structure. It is a distributed and decentralized database that deals with transactions. The blockchain is also emerging in the healthcare sector rapidly. Healthcare has now become a prestigious part of our life as it is making life-changing innovations day by day whether it is about artificial intelligence influence in the diagnostic system, expert system, patient's data storage, retrieval, security, and any other healthcare smart services. Smart health data is the most important ingredient to help us in solving our healthcare needs. Many researchers are now emerging blockchain in smart health because of its secure, flexible, and reliable architecture. In this paper, the major progress made in implementing the blockchain and its vulnerabilities are discussed in the area of smart health. The major focus is on the issues of patient's electronic health record, retrieval, security, and interoperability in Internet of Health Things (IoHT).",Proceedings Paper,
Usability Aspects of Adaptive Mobile Interfaces for Colour-Blind and Vision Deficient Users,"Iqbal, MW ; Ahmad, N ; Shahzad, SK ; Naqvi, MR ; Feroz, I",OCT 30 2018,INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITYarrow_drop_down, Adaptive Interface ; Colour-Blind ; Human Computer Interaction ; Mobile Interface ; Usability ; User Experience (UX) ; User Context,4,,"Colour-blindness or Colour Vision Deficiency (CVD) is not a disability rather it is naturally challenging vision problem in which user feel difficulty in distinguishing different colours especially differentiating among blue and yellow or red and green colours. It has broader impact as 8% (1 in 12) men and around 0.5% (1 in 200) women are facing this challenge. Today the devices are becoming smarter in recognizing user limitations and operating systems in Mobile-phones are providing such services which help user in their own context to overcome their barriers in usage of information and communication technologies. This paper explores the possibility to transform static interfaces into adaptive user interface which automatically change its behaviour according to user requirements. A research application has been developed which detects the colour-blindness types and automatically switch to respective colour mode. To simulate the visual abilities of user, the Ishihara test is performed in start. Two separate groups consisting 30 colour-blind users and another same sample of colour deficient users performed three different tasks in non adaptive and adaptive environment. The results indicated that adaptive environment enhanced user effectiveness in tasks completion up to 20% and increased their efficiency up to 8%. Moreover, the users improved their satisfaction level for adaptive environment, specially the substantial difference of satisfaction recorded 40.54% in Protanopia.",Article,1738-7906
Intelligent Urban Transport Decision Analysis System Based on Mining in Big Data Analytics and Data Warehouse,"Addakiri, K ; Khallouki, H ; Bahaj, M",2020,"ADVANCED INTELLIGENT SYSTEMS FOR SUSTAINABLE DEVELOPMENT, AI2SD'2019, VOL 6: ADVANCED INTELLIGENT SYSTEMS FOR NETWORKS AND SYSTEMS", ITS ; Urban mobility ; Big data analytics ; Data mining ; Data warehouse,0,10.1007/978-3-030-33103-0_18,"This paper conduct a study on the augmentation of the current capabilities of the intelligent urban mobility and road transport in terms of the analytics dimension focusing on the data mining and big data analytics methodologies. A federated or a hybrid approach leverages the strengths and mitigates the weaknesses of both data warehouse and big data analytics. We discuss the challenges, requirements, integrated models, components, scenarios and proposed solutions to the performance, efficiency, availability, security and privacy concerns in the context of smart cities. Our approach relies on several layers that run in parallel to collect and manage all collected data and create several scenarios that will be used to assist urban mobility. The data warehouse and big data analytics can serve as means to support clustering, classification, recommending systems, frequent item set mining. The challenge here is to populate the repository architecture with the schema, view definitions, metadata and specify/integrate the types of this architecture (Centralized Metadata repository, Distributed Metadata repository, Federated or Hybrid Metadata repository).",Proceedings Paper,2367-3370
Applying Knowledge Model To Multi-Agent System,"Addakiri, K ; Bahaj, M",2013,2013 INTERNATIONAL CONFERENCE ON COMPUTER APPLICATIONS TECHNOLOGY (ICCAT), Java Agent Development Framework (JADE) ; Web Ontology Language (OWL) ; Java Expert System Shell (JESS) ; JENA ; SPARQL,0,,"MAS is a powerful paradigm in nowadays, is become promising means for the development of distributed systems, however its disadvantage is that it lacks the interconnection with semantic web such as Ontology Web Language. In this article, we aim to present and to implement a semantic knowledge model of an agent suitable for discrete environments by using the Jena : is a Java framework for the creation of applications for the semantic web, the JADE : is a flexible agent platform that provides a middleware layer for the development of distributed multi-agent systems and the JESS is the rule engine for the JAVA platform used to enrich the ontology with logic and functionality. The use of these software enable interconnection of Agent and Semantic Web technologies can be used in an agent based application where such interconnection is needed.",Proceedings Paper,
A Framework for mapping UML class into XML data based on technical Specifications,"Gherabi, N ; Addakiri, K ; Bahaj, M",2012,2012 INTERNATIONAL CONFERENCE ON MULTIMEDIA COMPUTING AND SYSTEMS (ICMCS), component: UML ; XML ; XML schema ; DOM,1,,"This paper describes a methodology for mapping UML Class into an XML schema. The structure of a class diagram is then translated element by element to XML schema using stepwise procedures. We use XSD schema for define and validate the structure of XML documents.
In this paper we use a mathematical formulation model for the mapping UML Class into XML document, and a framework has been developed to validate this technique. The results demonstrating that the proposed approach is feasible correctly and efficiently.",Proceedings Paper,2472-7652
Communication and migration of an embeddable mobile agent platform supporting runtime code mobility,"Bahaj, M ; Addakiri, K ; Gherabi, N",JAN 2012,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONSarrow_drop_down, Mobile agent ; Mobile agent platform ; Agent communication,0,,"In this paper we present the design and the implementation of Mobile-C, an IEEE Foundation for Intelligent Physical Agents (FIPA) compliant agent platform for mobile C/C++ agents. Such compliance ensures the interoperability between a Mobile-C agent and other agents from heterogeneous FIPA compliant mobile agent platforms. Also, the Mobile-C library was designed to support synchronization in order to protect shared resources and provide a way of deterministically timing the execution of mobile agents and threads. The new contribution of this work is to combine the mechanisms of agent migration and their synchronization.",Article,2158-107X
Characterization of Algerian honeys by palynological and physico-chemical methods,"Makhloufi, C ; Kerkvliet, JD ; D'albore, GR ; Choukri, A ; Samar, R",SEP-OCT 2010,APIDOLOGIEarrow_drop_down, COLOR CHARACTERIZATION ; MOROCCAN HONEYS ; UNIFLORAL HONEYS Algeria ; electrical conductivity ; honey ; melissopalynology ; sugar,42,10.1051/apido/2010002,"Sixty-six Algerian honeys were sampled for investigation on their palynological and physicochemical properties. Results showed that the total number of pollen grains in 10 g honey ranged from 2.1 x 10(3) to 1.12 x 10(6). In total 124 pollen species were identified and the main pollen forms were Eucalyptus spp., Olea europaea, Papaver rhoeas, Pimpinella anisum, Carduus sp. and Hedysarum coronarium. Unifloral eucalypt honeys could be distinguished from other honeys from the western Mediterranean region by the presence of P. rhoeas and Centaurea species. Physico-chemical analyses included moisture content, pH, electrical conductivity, diastase, invertase, HMF and 11 sugars. Of these parameters the electrical conductivity was somewhat elevated compared to European honeys, sucrose content was below 4.3% and only small amounts of di- and trisaccharides were present. In general the samples were found to meet the requirements of the international honey standards.",Article,0044-8435
Artificial intelligence for assessing the planets' positions as a precursor to earthquake events,"El Moudden, T ; Amnai, M ; Choukri, A ; Fakhri, Y ; Noreddine, G",DEC 2024,JOURNAL OF GEODYNAMICSarrow_drop_down, NEURAL-NETWORKS Earthquakes ; Artificial neural network ; Random forest ; Planets in solar system ; GIS data ; Comets,0,10.1016/j.jog.2024.102057,"Questions about interconnection possibilities between planets' positions and seismic events on the earth have emerged recently in TV channels, social media, etc. In this study, an Artificial Neural Network (ANN) and Random Forest Regression (RFR) are used to predict the number of earthquakes that can occur on Earth, depending on the Earth's position relative to other planets and solar positions. Our new integration dataset contains 9809 observations and nine features firstly from the global earthquake archive, which is an authoritative layer by Esri, and secondly from the accurate data web portal ""theskylive.com."". The results obtained from RFR and ANN prove the partial influence of planets positions on sesimic activity on the earth. In other words, quantitatively through the ANN that gets an accuracy of 68.27 %, MAE of 5.36, MSE of 52.78, RMSE of 7.26, R-Squared of 0.65, and also through the RFR that gets an accuracy of 65.06 %, MAE of 5.60, MSE of 58.21, RMSE of 7.63, R-Squared of 0.67, prove the partial influence on one hand. Qualitatively through the curve of the training phase of the ANN, which is a decreasing and convex function, reinforces the aforementioned proof on the other hand. For these reasons, it can be deduced that there is a possible connection between tectonic stress triggers and the positions of the planets in the solar system.",Article,0264-3707
New unfreezing strategy of transfer learning in satellite imagery for mapping the diversity of slum areas: A case study in Kenitra city-Morocco,"El Moudden, T ; Amnai, M ; Choukri, A ; Fakhri, Y ; Noreddine, G",JUN 2024,SCIENTIFIC AFRICANarrow_drop_down, Deep learning ; Diversity of slum ; Transfer learning ; Unfreezing strategy ; Remote sensing dataset ; GIS data,0,10.1016/j.sciaf.2024.e02135,"The purpose behind this paper research is to localize and detect, for the first time, three types of shantytowns that can exist in both urban and rural areas in Morocco. The reason why we have conducted this study is the absence of diversity slum mapping in the form of dynamic GIS data, which can be a part of national development strategies to tackle the risk of further proliferation of shantytowns. Therefore, we first create a new database integration from five countries whose content contains 1366 high -resolution patches of 224 x 224 pixels divided into five classes: two types of ""Urban Slum"", one type of ""Rural Slum"", ""Formal Buildings"", and non -built-up area. Second, we suggest employing a variety of performance metrics to come up with the best transfer learning -based models for the unfreezing stage. The study reveals that by handling the unfreezing of the front layers, we can produce a reliable new model where one condition is fulfilled, namely, where high -frequency dissimilarities have arisen between the target and the source datasets. Quantitative results of these methodologies show that our dataset and our unfreezing strategy for the mobilenetv2 model are more accurate compared to other competing models. This new model can localize all possible changes in morphology and shape among the threeslum types with state-of-the-art performance that reaches an overall accuracy of 98.17%, a loss of 0.062, and a kappa score of 97.71%. Our dataset and the code will be publicly available at the github 1 to share our results.",Article,2468-2276
Building an efficient convolution neural network from scratch: A case study on detecting and localizing slums,"El Moudden, T ; Amnai, M",JUL 2023,SCIENTIFIC AFRICANarrow_drop_down, CLASSIFICATION Optimizer ; Weights initialization ; Negative transfer learning ; Convolution neural network from scratch,2,10.1016/j.sciaf.2023.e01612,"Designing a convolution neural network from scratch is one of the biggest challenges fac-ing the creation of reproducible models. Despite feeding the model with an adequate amount of labeled data to mitigate fluctuations during training, the model still suffers from high variance in the final overall accuracy and loss among identical training runs. Many of the reasons behind this are the randomness in data shuffling and augmentation, the behavior of gradient decent function, and the non-determinism in convnet layers and floating-point computation of the GPU.The method used to address the aforementioned issues, specifically in the case of negative transfer learning, is divided into three steps: First, designing an efficient lightweight con-vnet architecture with respect to available resources. Second, mitigating oscillations dur-ing training. Third, after setting the random seed across the training, select the appropri-ate weight initialization. Our extensive experiments in the use case of binary slum local-ization and detection show that our method improves the reproducibility of our model from scratch with an accuracy of 98.88 +/- 1.15%, a loss of 0.03 +/- 0.05 for a confidence level of 99.73%. These results make this model a strong competitor to the pre-trained models using transfer learning.(c) 2023 The Authors. Published by Elsevier B.V. on behalf of African Institute of Mathematical Sciences / Next Einstein Initiative. This is an open access article under the CC BY-NC-ND license ( http://creativecommons.org/licenses/by-nc-nd/4.0/ )",Article,2468-2276
Nutrient removal performance within the biological treatment of the Marrakech wastewater treatment plant and characterization of the aeration and non-aeration process,"Tahri, M ; El Moudden, T ; Bachiri, B ; Elrhaouat, O ; Elmejdoubi, K ; Taky, M ; El Amrani, M ; Elmidaoui, A",MAY 2022,DESALINATION AND WATER TREATMENTarrow_drop_down, DISSOLVED-OXYGEN CONCENTRATION ; NITROGEN REMOVAL ; NITRATE REMOVAL ; ORP Marrakech wastewater treatment plant ; Dissolved oxygen ; Oxidation-reduction potential ; Ammonium ; Key parameter indicators,0,10.5004/dwt.2022.28544,"The strategy for controlling and monitoring aerobic/anoxia cycles at the level of the 4 biological treatment basins of the wastewater treatment plant of Marrakech is mainly based on the measurements provided by the dissolved oxygen (DO) and redox potential (oxidation-reduction potential) sensors (ORP). In this work, the comparison of the ammonium (NH4+) of the 24 h balance with the daily average values of DO and ORP for each basin showed that when the oxygen concentration is low, the NH4+ concentration is high. The maximum NH4+ value of around 10.3 mg N/L is obtained on the day when the DO concentration is almost zero at the level of one of the 4 basins, which is basin B1. Moreover, knowing that the influent flow is unstable, the punctual monitoring of these parameters at the exit of each basin showed that during the mornings the punctual concentrations of NH4+ are generally low in comparison to NO3- concentrations which are high and the measurements of DO and ORP which correspond are important. Conversely, the results obtained during afternoons with high values of NH4+ correspond to low values of DO, ORP and NO3-. This shows that the need for oxygen also fluctuates during the day. In real-time control, the use of key parameters obtained from temporary readings of the DO and ORP profiles provide valuable information on the biological nitrification-denitrification process: The DO breakpoint indicates the disappearance of NH4+ during the aerobic phase (end of nitrification), called DO elbow are break points on ORP profiles; the ORP knee on the ORP profile signifies the control point where the nitrate has been effectively reduced during the non-aeration cycle (the nitrate knee), The oxygen-uptake rate which can reflect the activity of microorganisms. In this work, given the large amount of information provided by the system, these key parameters are used to accurately interpret some aeration/non-aeration cycles within the four basins.",Article;,1944-3994
